N_stages,St_len_min,K_nb_max,N_cl_max,Cl_cen,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,St_edges
4,25,8,20,med,4296.4335729872955,10.679173463151587,0.03352083563124098,7.281243275020029,4.742815490372055,"[0, 41, 142, 323, 357]"
4,25,8,20,mode,4319.738194960512,10.972234836465894,0.04336972334120929,7.357570490360948,4.626063093284925,"[0, 30, 141, 323, 357]"
4,25,8,20,mean,3383.460395147536,9.312308349842604,0.0265398672486407,5.579966894714854,5.17179581557787,"[0, 38, 151, 315, 357]"
5,25,8,20,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,8,20,mode,4088.8140434316856,12.63392795552706,0.06958181353899087,7.160398566943664,3.717497384240363,"[0, 30, 141, 170, 323, 357]"
5,25,8,20,mean,2508.961830274749,8.83819165473892,0.038544382341983444,4.259462597546315,5.568476987629019,"[0, 38, 129, 174, 315, 357]"
6,25,8,20,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,8,20,mode,3086.303517875834,11.518357025877291,0.05580910500054369,5.358271574272458,4.317982778427906,"[0, 30, 141, 170, 286, 323, 357]"
6,25,8,20,mean,2272.8770349875663,9.18298679655758,0.033629432890701576,3.973301576447219,5.629168567087866,"[0, 38, 129, 174, 284, 323, 357]"
7,25,8,20,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,8,20,mode,3129.397505074856,12.426640126842889,0.051286741141577864,5.474530101951835,3.9931799480715076,"[0, 30, 115, 141, 170, 286, 323, 357]"
7,25,8,20,mean,2693.205131350546,11.042093046589903,0.038757050934821506,4.627996623955977,4.394838872860041,"[0, 37, 112, 142, 175, 284, 323, 357]"
8,25,8,20,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,8,20,mode,3052.8843245203925,12.548561925712301,0.04921586371641391,5.3480220013328506,3.9611402350604727,"[0, 30, 115, 141, 170, 204, 286, 323, 357]"
8,25,8,20,mean,2992.0688642582163,12.203427304507837,0.04387317588770932,5.24638281776158,4.105156536239777,"[0, 37, 112, 141, 168, 204, 284, 323, 357]"
9,25,8,20,med,3633.3371838676367,15.179037023394244,0.08860877896680396,5.836862530083838,3.6067464078210594,"[0, 30, 44, 115, 141, 170, 204, 286, 323, 357]"
9,25,8,20,mode,3633.3371838676367,15.179037023394244,0.08860877896680396,5.836862530083838,3.6067464078210594,"[0, 30, 44, 115, 141, 170, 204, 286, 323, 357]"
9,25,8,20,mean,2559.1427242190125,12.14913495789815,0.0468843499295048,4.54089789044327,4.129030188269998,"[0, 30, 42, 112, 141, 168, 204, 284, 323, 357]"
10,25,8,20,med,3389.5915069492157,14.824470221189365,0.07779753797860176,5.427361893195891,3.62239180813477,"[0, 30, 44, 82, 115, 141, 170, 204, 286, 323, 357]"
10,25,8,20,mode,3389.5915069492157,14.824470221189365,0.07779753797860176,5.427361893195891,3.62239180813477,"[0, 30, 44, 82, 115, 141, 170, 204, 286, 323, 357]"
10,25,8,20,mean,2392.895362168194,11.866494046498508,0.04440018344499208,4.343625097045259,4.29618107450605,"[0, 30, 42, 87, 114, 141, 168, 204, 284, 323, 357]"
11,25,8,20,med,2886.5861467760415,15.164307216012114,0.06905018235506759,4.612012966396929,3.4459154543768236,"[0, 30, 44, 82, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,8,20,mode,2886.5861467760415,15.164307216012114,0.06905018235506759,4.612012966396929,3.4459154543768236,"[0, 30, 44, 82, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,8,20,mean,2001.1422739221046,12.284961640321756,0.04085985570095242,3.66548715623926,4.068866153871154,"[0, 30, 42, 87, 114, 141, 162, 170, 204, 284, 323, 357]"
12,25,8,20,med,2752.3236513998704,15.476535555205237,0.063455020532152,4.4733516448320945,3.137275476453328,"[0, 30, 44, 82, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,8,20,mode,2752.3236513998704,15.476535555205237,0.063455020532152,4.4733516448320945,3.137275476453328,"[0, 30, 44, 82, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,8,20,mean,1849.5455513725346,12.361648660824319,0.03784573577433998,3.3966278812902972,3.9019378124136876,"[0, 30, 42, 87, 114, 141, 162, 170, 204, 276, 287, 323, 357]"
13,25,8,20,med,2678.1552608910033,15.779703950977845,0.06761982916034627,4.476817796141412,2.9756033281534413,"[0, 30, 44, 82, 98, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
13,25,8,20,mode,2678.1552608910033,15.779703950977845,0.06761982916034627,4.476817796141412,2.9756033281534413,"[0, 30, 44, 82, 98, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
13,25,8,20,mean,1907.903551288632,13.047451169714604,0.04265942415331029,3.582424590514828,3.651674890491996,"[0, 30, 42, 82, 98, 114, 141, 162, 170, 204, 276, 287, 323, 357]"
3,25,9,10,med,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,9,10,mode,4962.988416920823,12.059860688404147,0.031465582966633,7.905837882607822,4.040228753132288,"[0, 41, 323, 357]"
3,25,9,10,mean,4240.930376556247,9.54544939891365,0.04399237597099292,7.346774734948891,5.231650847524348,"[0, 109, 316, 357]"
4,25,9,10,med,4533.207290979808,10.896086285359369,0.035614138006910344,7.832577465365719,4.501549337975012,"[0, 41, 164, 323, 357]"
4,25,9,10,mode,4602.25861346459,10.94867526861965,0.034968332353539196,7.934595055922294,4.435500964198457,"[0, 41, 170, 323, 357]"
4,25,9,10,mean,2940.380968242837,8.460163129563483,0.046846001438157446,5.1923165442429005,5.901628778065195,"[0, 43, 155, 316, 357]"
5,25,9,10,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,9,10,mode,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,9,10,mean,2704.3939347658297,9.416263650749162,0.03891268433019185,4.586442610903103,5.06468593746804,"[0, 39, 130, 169, 316, 357]"
6,25,9,10,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,9,10,mode,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,9,10,mean,2376.4811307626646,9.610704441367293,0.033784703005538375,4.119031146925452,5.20821520715279,"[0, 39, 130, 169, 286, 323, 357]"
7,25,9,10,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,9,10,mode,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,9,10,mean,2928.5456910642174,11.57213506347778,0.04327703511536202,5.146710331713405,4.373028974969955,"[0, 39, 106, 141, 169, 286, 323, 357]"
8,25,9,10,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,9,10,mode,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,9,10,mean,2804.8952156013447,11.654089218712675,0.04191035215438736,4.911221291501867,4.392185766422062,"[0, 39, 106, 141, 168, 204, 286, 323, 357]"
9,25,9,10,med,2752.6990664090654,12.159194960288946,0.045294702138902736,4.9206878960341704,4.125380223969783,"[0, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
9,25,9,10,mode,2752.6990664090654,12.159194960288946,0.045294702138902736,4.9206878960341704,4.125380223969783,"[0, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
9,25,9,10,mean,2711.808862553842,12.138094523230182,0.044517230240447445,4.855046486750366,4.1511608191725,"[0, 39, 91, 114, 141, 168, 204, 286, 323, 357]"
10,25,9,10,med,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,9,10,mode,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,9,10,mean,2379.7994088630494,11.991027383294215,0.04473305092109105,4.310438050500327,4.243475393612385,"[0, 30, 42, 91, 114, 141, 168, 204, 286, 323, 357]"
11,25,9,10,med,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,9,10,mode,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,9,10,mean,1962.171406974288,12.180638063527836,0.03991470343942526,3.5811909558015103,4.072356930692965,"[0, 30, 42, 91, 114, 141, 161, 170, 204, 286, 323, 357]"
12,25,9,10,med,1851.2793744565895,13.194786511324963,0.029246252247819994,3.4528664041619264,3.655504796989763,"[0, 30, 41, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
12,25,9,10,mode,1851.2793744565895,13.194786511324963,0.029246252247819994,3.4528664041619264,3.655504796989763,"[0, 30, 41, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
12,25,9,10,mean,1850.786064891291,13.167171070040466,0.046576763013982274,3.423934238949936,3.8305699118136203,"[0, 30, 42, 91, 114, 141, 157, 164, 170, 204, 286, 323, 357]"
13,25,9,10,med,5979.171382689099,27.996729941477984,0.16213774349238702,12.207103638080556,3.052628394339901,"[0, 30, 41, 44, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
13,25,9,10,mode,5979.171382689099,27.996729941477984,0.16213774349238702,12.207103638080556,3.052628394339901,"[0, 30, 41, 44, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
13,25,9,10,mean,5955.420665812344,27.96152231973453,0.161292829187268,12.110716399684433,3.042526046464573,"[0, 30, 41, 44, 91, 114, 141, 157, 164, 170, 204, 286, 323, 357]"
3,25,9,15,med,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,9,15,mode,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,9,15,mean,4485.548870450076,9.745004894329725,0.04358676430155482,7.745884301391516,5.037817959138705,"[0, 117, 316, 357]"
4,25,9,15,med,4542.001343931202,10.893939147399799,0.03520429863362679,7.7907069655835715,4.536662211957939,"[0, 41, 157, 323, 357]"
4,25,9,15,mode,4419.831463832521,10.831363351743613,0.03430918292999582,7.477412134839706,4.625230151353357,"[0, 41, 141, 323, 357]"
4,25,9,15,mean,3473.66880629842,9.401450599027593,0.02723346458822758,5.7436560004245365,5.118189857356618,"[0, 40, 151, 316, 357]"
5,25,9,15,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,9,15,mode,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,9,15,mean,2527.196124788045,8.946802744187172,0.03808426326657324,4.285289249432845,5.473462852842567,"[0, 38, 129, 172, 316, 357]"
6,25,9,15,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,9,15,mode,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,9,15,mean,2264.2892701808432,9.239709102491902,0.0333724373873039,3.9332361399094835,5.561061353207557,"[0, 38, 129, 172, 285, 323, 357]"
7,25,9,15,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,9,15,mode,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,9,15,mean,2733.003140510933,11.208506986647969,0.039516422866328206,4.700804707510762,4.371958743242571,"[0, 38, 111, 141, 172, 285, 323, 357]"
8,25,9,15,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,9,15,mode,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,9,15,mean,2909.83191963625,11.997056677150749,0.04237228492043096,5.080200081311034,4.192388315908626,"[0, 38, 111, 141, 168, 204, 285, 323, 357]"
9,25,9,15,med,2648.275193709236,12.470182019059122,0.020558288529513247,4.675823374347619,3.7729813896585136,"[0, 30, 41, 115, 141, 170, 204, 286, 323, 357]"
9,25,9,15,mode,2648.275193709236,12.470182019059122,0.020558288529513247,4.675823374347619,3.7729813896585136,"[0, 30, 41, 115, 141, 170, 204, 286, 323, 357]"
9,25,9,15,mean,2472.6619637708513,11.929185654264042,0.04555531470957866,4.373236996204074,4.227403554816405,"[0, 30, 42, 111, 141, 168, 204, 285, 323, 357]"
10,25,9,15,med,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,9,15,mode,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,9,15,mean,2408.195866584419,12.037658206292136,0.04521217003786376,4.369239744452575,4.215405757070496,"[0, 30, 42, 91, 114, 141, 168, 204, 285, 323, 357]"
11,25,9,15,med,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,9,15,mode,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,9,15,mean,2014.876571533415,12.438963147036358,0.04158679968114896,3.688673924940285,3.995781358126763,"[0, 30, 42, 91, 114, 141, 162, 170, 204, 285, 323, 357]"
12,25,9,15,med,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,9,15,mode,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,9,15,mean,1936.5822879625819,12.960680812947368,0.038090619524180906,3.5856763795626816,3.659834007916876,"[0, 30, 42, 91, 114, 141, 162, 170, 204, 276, 286, 323, 357]"
13,25,9,15,med,1814.4809847217202,13.645122547642588,0.027434348085751337,3.422355739580414,3.355119038675481,"[0, 30, 41, 89, 115, 141, 157, 164, 170, 204, 276, 286, 323, 357]"
13,25,9,15,mode,1814.4809847217202,13.645122547642588,0.027434348085751337,3.422355739580414,3.355119038675481,"[0, 30, 41, 89, 115, 141, 157, 164, 170, 204, 276, 286, 323, 357]"
13,25,9,15,mean,1814.0287842868631,13.619808393131798,0.04332064962140009,3.3958345881360894,3.5155953939306834,"[0, 30, 42, 91, 114, 141, 157, 164, 170, 204, 276, 286, 323, 357]"
3,25,9,20,med,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,9,20,mode,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,9,20,mean,4134.236227988277,9.305647694774795,0.04111825689767609,7.142939120915639,5.307282946954102,"[0, 120, 315, 357]"
4,25,9,20,med,4296.4335729872955,10.679173463151587,0.03352083563124098,7.281243275020029,4.742815490372055,"[0, 41, 142, 323, 357]"
4,25,9,20,mode,4419.831463832521,10.831363351743613,0.03430918292999582,7.477412134839706,4.625230151353357,"[0, 41, 141, 323, 357]"
4,25,9,20,mean,3409.651283707328,9.273077480952509,0.026177361249295854,5.62287756966072,5.178451427082345,"[0, 40, 150, 315, 357]"
5,25,9,20,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,9,20,mode,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,9,20,mean,2490.605429504333,8.818611665832677,0.037431077975723086,4.183170345195857,5.551987027244977,"[0, 39, 128, 173, 315, 357]"
6,25,9,20,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,9,20,mode,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,9,20,mean,2276.9697837806025,9.182784226403786,0.03297258446324406,3.9550995669288214,5.63220973834957,"[0, 39, 128, 173, 284, 323, 357]"
7,25,9,20,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,9,20,mode,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,9,20,mean,2614.5006421396424,10.859243662951405,0.037322943738918424,4.488074468270917,4.49042903204404,"[0, 38, 111, 141, 174, 284, 323, 357]"
8,25,9,20,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,9,20,mode,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,9,20,mean,2933.4907389262307,12.02673679089134,0.04258912661308335,5.139041279378936,4.173650241299386,"[0, 38, 111, 141, 168, 204, 284, 323, 357]"
9,25,9,20,med,2752.6990664090654,12.159194960288946,0.045294702138902736,4.9206878960341704,4.125380223969783,"[0, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
9,25,9,20,mode,2752.6990664090654,12.159194960288946,0.045294702138902736,4.9206878960341704,4.125380223969783,"[0, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
9,25,9,20,mean,2738.5429807586247,12.061429927521528,0.044802647786330085,4.9156486447652945,4.182034123426215,"[0, 38, 88, 114, 141, 168, 204, 284, 323, 357]"
10,25,9,20,med,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,9,20,mode,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,9,20,mean,2395.9416142639307,11.889881881445836,0.04440172503193745,4.355562325828947,4.288403899138946,"[0, 30, 42, 88, 114, 141, 168, 204, 284, 323, 357]"
11,25,9,20,med,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,9,20,mode,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,9,20,mean,2003.8839008082675,12.306010691774352,0.04086124312920325,3.6762306621445786,4.0618666960407595,"[0, 30, 42, 88, 114, 141, 162, 170, 204, 284, 323, 357]"
12,25,9,20,med,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,9,20,mode,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,9,20,mean,1911.5004692431032,12.820885565692747,0.03728953798764422,3.5370413655546855,3.7314839898151253,"[0, 30, 42, 88, 114, 141, 162, 170, 204, 276, 286, 323, 357]"
13,25,9,20,med,1700.42779090326,12.879726082257681,0.020713741213572973,3.1753605625834704,3.4612030792012494,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 295, 323, 357]"
13,25,9,20,mode,1700.42779090326,12.879726082257681,0.020713741213572973,3.1753605625834704,3.4612030792012494,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 295, 323, 357]"
13,25,9,20,mean,1687.8887266023419,12.565500955553135,0.03844096873363472,3.131107453376419,3.7351620836654593,"[0, 30, 42, 88, 114, 141, 162, 170, 204, 276, 286, 295, 323, 357]"
3,25,10,10,med,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,10,10,mode,4962.988416920823,12.059860688404147,0.031465582966633,7.905837882607822,4.040228753132288,"[0, 41, 323, 357]"
3,25,10,10,mean,3861.990799898279,8.999056576193164,0.04090737235394086,6.653966947111584,5.479749627435943,"[0, 108, 314, 357]"
4,25,10,10,med,4533.207290979808,10.896086285359369,0.035614138006910344,7.832577465365719,4.501549337975012,"[0, 41, 164, 323, 357]"
4,25,10,10,mode,4602.25861346459,10.94867526861965,0.034968332353539196,7.934595055922294,4.435500964198457,"[0, 41, 170, 323, 357]"
4,25,10,10,mean,3111.562546863246,8.693925622172918,0.03650608991895553,5.339084018333685,5.631538057663576,"[0, 42, 155, 316, 357]"
5,25,10,10,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,10,10,mode,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,10,10,mean,2677.654502323614,9.362567947795137,0.03932452794497354,4.552030696919848,5.096750509988162,"[0, 39, 131, 170, 316, 357]"
6,25,10,10,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,10,10,mode,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,10,10,mean,2353.1198108904982,9.55624257738514,0.03401217553495772,4.086404255407252,5.249047396832539,"[0, 39, 131, 170, 286, 323, 357]"
7,25,10,10,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,10,10,mode,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,10,10,mean,2843.9154081886445,11.359836679821738,0.041442951689916345,4.978672121030253,4.434158110104559,"[0, 39, 106, 141, 170, 286, 323, 357]"
8,25,10,10,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,10,10,mode,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,10,10,mean,2755.2144564629607,11.467875093428832,0.04015005362188179,4.8468288682327465,4.479932668003522,"[0, 39, 106, 141, 168, 208, 286, 323, 357]"
9,25,10,10,med,2648.275193709236,12.470182019059122,0.020558288529513247,4.675823374347619,3.7729813896585136,"[0, 30, 41, 115, 141, 170, 204, 286, 323, 357]"
9,25,10,10,mode,2648.275193709236,12.470182019059122,0.020558288529513247,4.675823374347619,3.7729813896585136,"[0, 30, 41, 115, 141, 170, 204, 286, 323, 357]"
9,25,10,10,mean,2355.3118202102796,11.463023126113896,0.04260771865610906,4.190832519671149,4.498724655015511,"[0, 30, 42, 106, 141, 168, 208, 286, 323, 357]"
10,25,10,10,med,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,10,10,mode,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,10,10,mean,2341.158818422084,11.846194174740113,0.04336392984025338,4.260355054624345,4.311722983731297,"[0, 30, 42, 91, 114, 141, 168, 208, 286, 323, 357]"
11,25,10,10,med,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,10,10,mode,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,10,10,mean,1921.5987761037195,12.002366808825439,0.03785197473215006,3.5028020884207836,4.149277045499264,"[0, 30, 42, 91, 114, 141, 161, 170, 208, 286, 323, 357]"
12,25,10,10,med,1851.2793744565895,13.194786511324963,0.029246252247819994,3.4528664041619264,3.655504796989763,"[0, 30, 41, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
12,25,10,10,mode,1851.2793744565895,13.194786511324963,0.029246252247819994,3.4528664041619264,3.655504796989763,"[0, 30, 41, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
12,25,10,10,mean,1817.1019728988854,13.005060347017048,0.04450294224232469,3.3580273854319245,3.8976138386120733,"[0, 30, 42, 91, 114, 141, 157, 164, 170, 208, 286, 323, 357]"
13,25,10,10,med,5979.171382689099,27.996729941477984,0.16213774349238702,12.207103638080556,3.052628394339901,"[0, 30, 41, 44, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
13,25,10,10,mode,5979.171382689099,27.996729941477984,0.16213774349238702,12.207103638080556,3.052628394339901,"[0, 30, 41, 44, 89, 115, 141, 157, 164, 170, 204, 286, 323, 357]"
13,25,10,10,mean,5924.543581485973,27.812920823629728,0.15939182681324857,12.05030178395959,3.103982979363155,"[0, 30, 41, 44, 91, 114, 141, 157, 164, 170, 208, 286, 323, 357]"
3,25,10,15,med,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,10,15,mode,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,10,15,mean,4489.9992388329565,9.752364539767976,0.04412622302600936,7.761560416492077,5.029049818400647,"[0, 116, 316, 357]"
4,25,10,15,med,4542.001343931202,10.893939147399799,0.03520429863362679,7.7907069655835715,4.536662211957939,"[0, 41, 157, 323, 357]"
4,25,10,15,mode,4419.831463832521,10.831363351743613,0.03430918292999582,7.477412134839706,4.625230151353357,"[0, 41, 141, 323, 357]"
4,25,10,15,mean,3546.670496503058,9.496897846702323,0.028251013377249213,5.875756785652058,5.038662913392964,"[0, 39, 152, 316, 357]"
